Shenela,0.4569593547354032,-7.354289319309133,6.037963496691851,-8.525933369276487
Asabona,0.3228842724505184,-9.38500198683649,6.08109312476976,-10.180094654639664
Onsooh,0.4428166328867634,-8.644204503011885,6.368850744480017,-9.15756736889013
Shamahi,0.3552422910759415,-8.21843199873482,7.5812396542299165,-9.293562336890796
Sendaya,0.293932972095294,-7.931468719936024,5.044221246647165,-10.059946312411883
Nazhgete,0.3914970556839353,-8.8400088577184,6.735753265152994,-9.493527811177806
Futzchag,0.1722285597675846,-6.77537035138132,4.362544194406515,-10.690653372277406
Kazna,0.2312626250401885,-7.41421846168078,4.068333218023394,-10.223573727208057
Podion,0.1097049725986509,-6.20576938295834,2.7529656006047136,-10.731852421950897
Lilmad,0.1604491933025002,-7.700984221438905,5.592703028596227,-11.433322621156526
Kuharah,0.1897052831056812,-7.8621200968692,3.4394452385042964,-10.62638192163083
Jayneleb,0.1138399569959028,-6.4308699324504,3.491537615986908,-11.147234180610434
Yishinoon,0.4247181820393805,-7.302213502770236,1.6061091568254435,-3.0422061043485797
Uplingur,0.4220693149316711,-6.999970493375873,1.725701767083761,-2.719764246039818
Dooz,0.4237288551862491,-6.56699865348194,5.154040970133338,-8.145620571412383
Bayuka,0.4007220364848294,-6.318817926695614,4.135405242747331,-7.739977123431774
Uzistoon,0.3906456008221982,-6.119434511474192,4.844657687171561,-7.9105542533413535
Bairshir,0.3640877470149704,-6.289345986653503,3.2347030482234365,-7.446782663351278
Moh,0.4728350039371306,-6.624794745781222,3.569387311161801,-6.790926919702329
Sari,0.3793431216886645,-6.6359320200258365,5.50069000707604,-8.651329185775829
Faspera,0.1282584758085201,-9.22525496573478,2.581515660392368,-11.342573510214534
Jaymass,0.2163113397675223,-8.761450715084857,3.4117608846393446,-10.53116608094888
Mifrata,0.3038029901318554,-8.312424621140268,4.507196436031714,-9.994111039786182
Majamar,0.3691862576585916,-7.75659282925449,3.591139455404158,-8.892191987737451
Ihal,0.492701244651463,-8.964759237994297,4.9858479555401125,-8.885347253220896
Camal,0.2129768849215417,-9.449056477606835,4.262282355279029,-10.940809678257132
Fera,0.4772463535388862,-7.853601893944824,4.162848410464541,-8.350414375254816
Iosantin,0.4503433500980485,-6.387206560600388,7.957295142247077,-6.277006879064551
Akhrad,0.3584765247599938,-5.863077351891457,7.93210949036024,-6.9412451284777825
Sharir,0.3968486870350755,-6.441664270076471,8.244325701661381,-6.941700821981736
Gomati,0.3874213237952314,-10.830905886462979,6.525969803211854,-9.809741793129952
Nakah,0.3638643384360537,-12.237850322362469,8.644016851162503,-10.382788846642992
Irshah,0.4295066450474929,-10.07591113857328,6.436976823808749,-9.455539612307923
Hasateem,0.4264964119609094,-11.534755645722486,7.256198624305901,-9.705904324204061
Assah,0.2978021987075381,-12.225006141476781,7.833827293932156,-10.907254770893953
Sosa,0.3011790274372882,-8.824762565388705,7.524759318683576,-9.952612600997123
Ilahed,0.3159434659252198,-8.645993061221038,7.955288124169094,-9.587910805832744
Eshwil,0.2189684714622466,-9.373892707419875,8.699332925652897,-10.321071923700833
Aranir,0.2427886069822752,-8.902711820586623,7.077272333973977,-10.627265313843356
Ishkad,0.366035538407793,-8.890936886472357,8.177514246744316,-9.105102735346406
Hahyil,0.2081148416511353,-9.403085865639945,7.2366161747179,-11.021447991861601
Asilem,0.2849976955353134,-6.324012910685057,7.042899660550228,-9.054359783512709
Mahnagh,0.2050033779664229,-6.434512370123168,6.239372191094009,-10.207762872584352
Shach,0.3260430802421385,-6.396814617557098,6.436386544317977,-8.867443007834598
Kehrara,0.3648440243307085,-7.7865838399910325,7.578961731696474,-9.028102971286732
Arena,0.44232988166039,-7.245750275176151,7.466239778999685,-8.06773974802349
Timeor,0.3141310687442284,-5.984551171289962,5.819134691296336,-8.685890351571896
Uhtafal,0.4996122855288159,-7.718001186386856,7.592854147976298,-7.8191278231547106
Dysa,0.2361953091778621,-6.486522476588281,7.577365569284672,-9.51036825323055
Mahti,0.2282817863644987,-6.274378087293913,8.032733074184947,-9.208184344014134
Abha,0.4341013131342409,-8.18493541391095,8.781602273194617,-7.610916317869537
Gamis,0.4739061737264941,-10.819971574696906,4.29110559987788,-8.725614229549493
Nieril,0.3534402077303201,-10.686305620564605,3.47991785225632,-9.275731966751398
Berta,0.4895572339147934,-9.024046054664446,3.5407703892414792,-8.320255395582889
Bekirdod,0.4053491152939019,-11.275469138860815,4.8714808818786945,-9.358410791951792
Hothomouh,0.4229810280778777,-10.749635356426733,3.349984152505365,-8.597944611199146
Arnola,0.4628354025316062,-5.650026630175115,4.448469279485769,-4.365932425849687
Astabih,0.4088175891303049,-5.444588167747877,3.96707407279875,-3.9728182169642254
Ubtes,0.3360732464713935,-5.2796916542563,3.110903001520035,-3.8044682308481144
Bimener,0.2700411977890497,-4.903481264581443,2.777591262612947,-4.161271597399486
Kenobanala,0.2893983494282283,-4.745569459746425,3.475575328550501,-3.831744521266028
Khabi,0.2486186151893557,-4.747732837562711,2.7046755351356264,-4.559454813564696
Uanzin,0.4339720253805461,-5.574886966655568,4.115469095466244,-5.0865919105986945
Maila,0.4407153812318039,-7.93330626911864,5.689417295768062,9.751100412683247
Akora,0.3246248762374767,-7.089995627080906,5.23829662937109,9.970502071347086
Messoya,0.3150860241656645,-6.289267834426694,4.646944631695138,9.048655060427299
Ihakana,0.3808086781055762,-7.528396907612094,10.809560698277878,12.822173068982844
Otitoh,0.4816668912509131,-7.106079431236846,10.144904859425797,12.414021751322739
Otomainen,0.4791586004484122,-8.221651403530867,10.768435112167918,12.56522101942741
Uminas,0.4839091542339653,-8.089355640497606,10.610282000635184,9.795886688044762
Oijanen,0.3519686534431311,-6.527311324324779,8.606715339339862,10.38378110764557
Vasala,0.4937122828667515,-9.668892833661783,7.955559195359255,14.475115801836129
Walvalin,0.3786832071061813,-9.209668847341103,8.357412443072636,14.888922851640801
Otanuomi,0.3722872563531221,-9.2355578386751,8.000580768837388,15.084130761097333
Otsela,0.38439987604487,-8.998660970136608,8.859006380286546,14.454978191612469
Tasti,0.2822909693725045,-5.9306000903226685,3.6982241447599535,8.744817901342502
Otosela,0.2381571306653222,-5.506940417676377,4.028166088662251,8.784197287424275
Uemon,0.1974467806050556,-4.990882272315069,4.061413134947505,8.597223744484136
Paala,0.1343789521623037,-4.469454175346394,3.8528724808163,8.798844023949423
Fuskunen,0.2246366234547642,-4.968445198328324,4.229811805149991,8.238102250940143
Akkio,0.1621514141274795,-4.979126390217048,3.2020259790818453,8.80682954756838
Uchoshi,0.4741790497704052,-10.622735595764858,7.796524632807748,14.917434024882219
Mastakomon,0.456966103874352,-10.440287105103986,7.267600338415912,15.032391660100467
Eruka,0.4172608157151434,-10.064807302594538,6.908310292723857,15.155274941088464
Ohkunen,0.3848866895278964,-10.0630529602899,7.555422222383087,15.413590960731664
Obe,0.3469314814159478,-9.813660290889517,7.486381104941376,15.62052248044569
Wirashoda,0.4936357904460346,-11.220427426222544,8.282452977983004,14.943898465385967
Osaa,0.3291989354844538,-9.447819261900023,6.829000193257186,15.54934252927276
LZ-6SU,-0.1727831272005831,-7.2059875155274264,10.730100241000263,17.0270990954532
MC6O-F,-0.2804349532075965,-7.022704623562263,12.024822811505917,18.565714854275345
U54-1L,-0.2680697671553342,-7.302270270064879,10.45438576023836,18.34633807991756
B-588R,-0.1547702256211383,-7.496639112417887,10.814503940430095,16.52486106169916
NCGR-Q,-0.2605165325536613,-7.072421098521484,11.509595859697663,18.308829681251662
G-LOIT,-0.1570092989181777,-6.864272581574851,11.144636793444612,16.884131083310358
HE-V4V,-0.2144029344072479,-6.5645491063743675,11.168962640403828,17.83697536336696
N-HSK0,-0.3604404502171973,-10.504084976655713,7.9833892422144075,20.34055716113911
05R-7A,-0.4017755511269119,-9.669021143287399,8.146283557767728,20.564918569473324
7-UH4Z,-0.363871343617748,-10.22068092871694,7.244363029485174,20.751815126644612
5ZO-NZ,-0.3034607983949063,-9.440126128648865,6.360571482786332,20.28752874294002
FS-RFL,-0.3708158236964803,-9.517516265023263,7.9873932797026415,20.209650252434432
Y0-BVN,-0.4395372506003592,-10.721912704070709,7.912293523279157,21.662592517490175
X97D-W,-0.4276449020860712,-9.903384480201701,8.096260134694392,20.99535610013704
0-R5TS,-0.2186268060808949,-7.103307943623577,10.380737307105678,17.772769233974845
H-UCD1,-0.1722287635693216,-6.083144276466243,9.944837902937335,17.325184873460277
7-K5EL,-0.1505020563477556,-5.633660156069159,9.028451097816383,17.121844467562248
H-5GUI,-0.1405149799516499,-5.135397776123417,9.078529530914121,15.795557008464149
FH-TTC,-0.1375529255071574,-3.6986858992594525,8.088095962997738,16.23192633135923
FMBR-8,-0.138441088762176,-3.484387852599196,8.585326714188547,16.543468288209567
3HX-DL,-0.4238191363173208,-10.277845582190471,14.045504404399056,21.859015091230773
UH-9ZG,-0.4625835913382924,-10.87305676015802,12.35597408871553,21.679236995746916
NFM-0V,-0.4991225788103438,-10.00620247096827,12.999002662201754,21.720146765574555
